day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;30400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;376.0
0;30500;STARFRUIT;5040;7;5039;28;;;5046;30;;;;;5043.0;312.1796875
0;30500;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;376.0
0;30600;STARFRUIT;5040;32;;;;;5045;7;5046;2;5047;30;5042.5;311.84375
0;30600;AMETHYSTS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;376.0
0;30700;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;378.0
0;30700;STARFRUIT;5039;29;;;;;5046;29;;;;;5042.5;312.6162109375
0;30800;STARFRUIT;5039;2;5038;29;;;5045;31;;;;;5042.0;314.08984375
0;30800;AMETHYSTS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;378.0
0;30900;STARFRUIT;5038;21;;;;;5043;7;5045;21;;;5040.5;314.21875
0;30900;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;378.0
0;31000;STARFRUIT;5043;1;5042;5;5038;28;5045;28;;;;;5044.0;315.3134765625
0;31000;AMETHYSTS;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;378.0
0;31100;AMETHYSTS;10002;1;9995;23;;;10005;23;;;;;10003.5;379.0
0;31100;STARFRUIT;5038;23;;;;;5039;9;5045;23;;;5038.5;316.7373046875
0;31200;STARFRUIT;5037;21;;;;;5042;8;5044;22;;;5039.5;335.30859375
0;31200;AMETHYSTS;9996;1;9995;21;;;10002;6;10004;1;10005;21;9999.0;381.0
0;31300;STARFRUIT;5038;22;;;;;5044;2;5045;20;;;5041.0;336.55078125
0;31300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;393.0
0;31400;STARFRUIT;5038;22;;;;;5045;22;;;;;5041.5;338.37890625
0;31400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;393.0
0;31500;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;393.0
0;31500;STARFRUIT;5038;22;;;;;5045;22;;;;;5041.5;338.537109375
0;31600;STARFRUIT;5039;24;;;;;5046;24;;;;;5042.5;343.646484375
0;31600;AMETHYSTS;9995;24;;;;;9998;3;10005;24;;;9996.5;393.0
0;31700;STARFRUIT;5038;29;;;;;5045;29;;;;;5041.5;340.763671875
0;31700;AMETHYSTS;9995;29;;;;;10002;3;10005;29;;;9998.5;399.0
0;31800;STARFRUIT;5043;2;5038;24;;;5045;24;;;;;5044.0;339.19921875
0;31800;AMETHYSTS;9996;2;9995;22;;;10002;2;10004;2;10005;22;9999.0;402.0
0;31900;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;402.0
0;31900;STARFRUIT;5039;6;5038;28;;;5045;28;;;;;5042.0;342.462890625
0;32000;STARFRUIT;5038;22;;;;;5045;22;;;;;5041.5;341.33984375
0;32000;AMETHYSTS;9996;2;9995;20;;;10002;10;10004;2;10005;20;9999.0;402.0
0;32100;AMETHYSTS;9998;9;9995;25;;;10005;25;;;;;10001.5;402.0
0;32100;STARFRUIT;5037;25;;;;;5044;25;;;;;5040.5;339.115234375
0;32200;AMETHYSTS;9996;1;9995;24;;;10002;5;10004;1;10005;24;9999.0;404.0
0;32200;STARFRUIT;5037;25;;;;;5044;25;;;;;5040.5;338.416015625
0;32300;AMETHYSTS;10000;3;9996;2;9995;30;10004;2;10005;30;;;10002.0;404.0
0;32300;STARFRUIT;5040;3;5038;2;5037;30;5044;32;;;;;5042.0;339.505859375
0;32400;STARFRUIT;5037;29;;;;;5044;29;;;;;5040.5;338.265625
0;32400;AMETHYSTS;9998;2;9995;29;;;10005;29;;;;;10001.5;404.0
0;32500;AMETHYSTS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;404.0
0;32500;STARFRUIT;5038;1;5037;26;;;5043;2;5044;24;;;5040.5;336.16796875
0;32600;AMETHYSTS;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;406.0
0;32600;STARFRUIT;5037;28;;;;;5044;28;;;;;5040.5;351.736328125
0;32700;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;406.0
0;32700;STARFRUIT;5038;32;;;;;5044;2;5045;30;;;5041.0;348.318359375
0;32800;STARFRUIT;5038;29;;;;;5045;29;;;;;5041.5;347.708984375
0;32800;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;406.0
0;32900;AMETHYSTS;9996;1;9995;20;;;10002;10;10004;1;10005;20;9999.0;406.0
0;32900;STARFRUIT;5038;1;5037;20;;;5044;21;;;;;5041.0;349.99609375
0;33000;AMETHYSTS;9998;2;9995;28;;;10005;28;;;;;10001.5;406.0
0;33000;STARFRUIT;5037;28;;;;;5042;4;5044;28;;;5039.5;349.244140625
0;33100;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;406.0
0;33100;STARFRUIT;5037;26;;;;;5044;26;;;;;5040.5;350.296875
0;33200;STARFRUIT;5038;24;;;;;5043;5;5044;1;5045;23;5040.5;348.025390625
0;33200;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;406.0
0;33300;AMETHYSTS;9996;1;9995;30;;;10002;1;10004;1;10005;30;9999.0;406.0
0;33300;STARFRUIT;5038;31;;;;;5045;31;;;;;5041.5;347.03515625
0;33400;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;406.0
0;33400;STARFRUIT;5037;20;;;;;5042;2;5044;20;;;5039.5;349.6171875
0;33500;AMETHYSTS;9996;2;9995;21;;;10002;4;10004;2;10005;21;9999.0;406.0
0;33500;STARFRUIT;5038;2;5037;21;;;5044;23;;;;;5041.0;349.4609375
0;33600;STARFRUIT;5037;27;;;;;5044;27;;;;;5040.5;353.2890625
0;33600;AMETHYSTS;9995;27;;;;;9998;2;10005;27;;;9996.5;406.0
0;33700;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;410.0
0;33700;STARFRUIT;5037;1;5036;25;;;5041;6;5043;26;;;5039.0;355.005859375
0;33800;AMETHYSTS;9995;21;;;;;10002;4;10005;21;;;9998.5;410.0
0;33800;STARFRUIT;5036;21;;;;;5043;21;;;;;5039.5;357.421875
0;33900;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;410.0
0;33900;STARFRUIT;5035;28;;;;;5042;28;;;;;5038.5;360.306640625
0;34000;STARFRUIT;5041;1;5036;2;5035;28;5042;30;;;;;5041.5;359.47265625
0;34000;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;410.0
0;34100;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;410.0
0;34100;STARFRUIT;5036;2;5035;25;;;5042;27;;;;;5039.0;362.1953125
0;34200;AMETHYSTS;9996;2;9995;30;;;10002;2;10004;2;10005;30;9999.0;410.0
0;34200;STARFRUIT;5036;32;;;;;5043;32;;;;;5039.5;356.447265625
0;34300;STARFRUIT;5036;28;;;;;5043;29;;;;;5039.5;358.3125
0;34300;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;410.0
0;34400;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;410.0
0;34400;STARFRUIT;5036;30;;;;;5043;30;;;;;5039.5;357.359375
0;34500;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;410.0
0;34500;STARFRUIT;5037;24;;;;;5044;24;;;;;5040.5;352.626953125
0;34600;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;410.0
0;34600;STARFRUIT;5037;24;;;;;5044;24;;;;;5040.5;354.80078125
0;34700;STARFRUIT;5037;7;5036;25;;;5043;25;;;;;5040.0;357.1953125
0;34700;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;410.0
0;34800;AMETHYSTS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;410.0
0;34800;STARFRUIT;5036;22;;;;;5037;8;5043;24;;;5036.5;356.1015625
0;34900;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;410.0
0;34900;STARFRUIT;5037;24;;;;;5044;24;;;;;5040.5;379.7685546875
0;35000;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;410.0
0;35000;STARFRUIT;5037;29;;;;;5044;29;;;;;5040.5;379.8046875
0;35100;STARFRUIT;5037;23;;;;;5044;23;;;;;5040.5;379.55859375
0;35100;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;410.0
0;35200;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;410.0
0;35200;STARFRUIT;5037;24;;;;;5042;3;5044;24;;;5039.5;380.0078125
0;35300;AMETHYSTS;9998;8;9996;1;9995;22;10004;1;10005;22;;;10001.0;410.0
0;35300;STARFRUIT;5038;8;5037;23;;;5044;23;;;;;5041.0;379.7353515625
0;35400;AMETHYSTS;10002;1;9996;2;9995;25;10004;2;10005;25;;;10003.0;410.0
0;35400;STARFRUIT;5037;27;;;;;5044;27;;;;;5040.5;380.5146484375
0;35500;STARFRUIT;5037;29;;;;;5044;29;;;;;5040.5;379.7119140625
0;35500;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;414.0
0;35600;AMETHYSTS;9996;1;9995;23;;;10002;3;10004;1;10005;23;9999.0;414.0
0;35600;STARFRUIT;5038;1;5037;23;;;5044;24;;;;;5041.0;380.646484375
0;35700;AMETHYSTS;9996;2;9995;29;;;10002;9;10004;2;10005;29;9999.0;414.0
0;35700;STARFRUIT;5037;31;;;;;5044;31;;;;;5040.5;380.5166015625
0;35800;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;414.0
0;35800;STARFRUIT;5037;8;5036;21;;;5043;2;5044;21;;;5040.0;400.99609375
0;35900;STARFRUIT;5036;30;;;;;5043;30;;;;;5039.5;406.96484375
0;35900;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;414.0
0;36000;AMETHYSTS;9995;30;;;;;10000;2;10002;9;10005;30;9997.5;414.0
0;36000;STARFRUIT;5036;30;;;;;5039;2;5041;2;5043;30;5037.5;406.984375
0;36100;AMETHYSTS;9998;7;9996;2;9995;21;10004;2;10005;21;;;10001.0;414.0
0;36100;STARFRUIT;5036;23;;;;;5041;6;5043;23;;;5038.5;406.08984375
0;36200;AMETHYSTS;9998;5;9996;1;9995;29;10004;1;10005;29;;;10001.0;414.0
0;36200;STARFRUIT;5036;1;5035;29;;;5042;30;;;;;5039.0;411.4375
0;36300;STARFRUIT;5035;31;;;;;5042;31;;;;;5038.5;412.21484375
0;36300;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;414.0
0;36400;AMETHYSTS;9996;1;9995;28;;;10002;8;10004;1;10005;28;9999.0;414.0
0;36400;STARFRUIT;5036;2;5035;28;;;5042;29;;;;;5039.0;411.2734375
0;36500;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;414.0
0;36500;STARFRUIT;5035;28;;;;;5042;29;;;;;5038.5;414.42578125
0;36600;AMETHYSTS;9996;1;9995;30;;;10000;2;10004;1;10005;30;9998.0;414.0
0;36600;STARFRUIT;5035;31;;;;;5038;2;5042;31;;;5036.5;416.765625
0;36700;STARFRUIT;5035;22;;;;;5042;22;;;;;5038.5;414.96484375
0;36700;AMETHYSTS;10002;1;9996;1;9995;21;10004;1;10005;21;;;10003.0;414.0
0;36800;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;416.0
0;36800;STARFRUIT;5035;25;;;;;5042;25;;;;;5038.5;412.640625
0;36900;AMETHYSTS;9998;6;9995;22;;;10005;22;;;;;10001.5;416.0
0;36900;STARFRUIT;5035;22;;;;;5042;22;;;;;5038.5;412.78125
0;37000;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;416.0
0;37000;STARFRUIT;5036;2;5035;20;;;5042;22;;;;;5039.0;411.640625
0;37100;STARFRUIT;5039;5;5036;24;;;5043;24;;;;;5041.0;409.4765625
0;37100;AMETHYSTS;10000;5;9995;24;;;10005;24;;;;;10002.5;416.0
0;37200;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;416.0
0;37200;STARFRUIT;5037;2;5036;27;;;5043;29;;;;;5040.0;401.88671875
0;37300;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;416.0
0;37300;STARFRUIT;5037;23;;;;;5042;4;5044;23;;;5039.5;396.1328125
0;37400;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;419.0
0;37400;STARFRUIT;5038;4;5037;22;;;5044;22;;;;;5041.0;393.1953125
0;37500;STARFRUIT;5040;5;5037;31;;;5044;31;;;;;5042.0;394.1484375
0;37500;AMETHYSTS;10000;5;9996;1;9995;30;10004;1;10005;30;;;10002.0;419.0
0;37600;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;419.0
0;37600;STARFRUIT;5037;25;;;;;5042;5;5044;25;;;5039.5;396.51171875
0;37700;AMETHYSTS;10002;1;9995;20;;;10005;20;;;;;10003.5;419.0
0;37700;STARFRUIT;5037;20;;;;;5044;20;;;;;5040.5;410.0
0;37800;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;421.0
0;37800;STARFRUIT;5037;25;;;;;5043;2;5044;23;;;5040.0;410.0
0;37900;STARFRUIT;5038;29;;;;;5044;2;5045;27;;;5041.0;410.0
0;37900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;421.0
0;38000;AMETHYSTS;9998;3;9995;30;;;10005;30;;;;;10001.5;421.0
0;38000;STARFRUIT;5038;30;;;;;5045;30;;;;;5041.5;410.0
0;38100;AMETHYSTS;9998;4;9996;1;9995;28;10004;1;10005;28;;;10001.0;421.0
0;38100;STARFRUIT;5038;29;;;;;5043;4;5045;29;;;5040.5;410.0
0;38200;AMETHYSTS;9998;4;9996;2;9995;29;10004;2;10005;29;;;10001.0;421.0
0;38200;STARFRUIT;5039;2;5038;29;;;5045;31;;;;;5042.0;410.0
0;38300;STARFRUIT;5040;5;5039;22;;;5046;22;;;;;5043.0;410.0
0;38300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;421.0
0;38400;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;421.0
0;38400;STARFRUIT;5039;31;;;;;5040;4;5046;31;;;5039.5;410.0
0;38500;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;421.0
0;38500;STARFRUIT;5038;24;;;;;5045;24;;;;;5041.5;416.2421875
0;38600;STARFRUIT;5038;31;;;;;5044;2;5045;29;;;5041.0;414.85546875
0;38600;AMETHYSTS;10002;1;9996;2;9995;29;10004;2;10005;29;;;10003.0;421.0
0;38700;STARFRUIT;5038;1;5037;20;;;5044;22;;;;;5041.0;413.27734375
0;38700;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;423.0
0;38800;STARFRUIT;5038;27;;;;;5043;2;5044;2;5045;25;5040.5;414.841796875
0;38800;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;423.0
0;38900;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;423.0
0;38900;STARFRUIT;5038;25;;;;;5045;25;;;;;5041.5;415.720703125
0;39000;STARFRUIT;5039;1;5038;23;;;5041;3;5044;6;5045;1;5040.0;417.9375
0;39000;AMETHYSTS;9996;1;9995;23;;;10000;3;10004;1;10005;23;9998.0;423.0
0;39100;STARFRUIT;5039;8;5038;30;;;5045;30;;;;;5042.0;417.005859375
0;39100;AMETHYSTS;9996;2;9995;28;;;9998;3;10004;2;10005;28;9997.0;423.0
0;39200;STARFRUIT;5039;5;5038;21;;;5041;4;5045;21;;;5040.0;418.705078125
0;39200;AMETHYSTS;9995;21;;;;;10000;4;10005;21;;;9997.5;429.0
0;39300;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;431.0
0;39300;STARFRUIT;5038;24;;;;;5045;24;;;;;5041.5;417.51953125
0;39400;STARFRUIT;5038;21;;;;;5045;21;;;;;5041.5;416.4951171875
0;39400;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;431.0
0;39500;STARFRUIT;5038;29;;;;;5043;3;5045;29;;;5040.5;417.125
0;39500;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;431.0
0;39600;STARFRUIT;5038;31;;;;;5045;31;;;;;5041.5;417.287109375
0;39600;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;431.0
0;39700;AMETHYSTS;9996;1;9995;29;;;10000;6;10004;1;10005;29;9998.0;431.0
0;39700;STARFRUIT;5038;29;;;;;5041;6;5045;30;;;5039.5;418.564453125
0;39800;STARFRUIT;5038;24;;;;;5044;2;5045;22;;;5041.0;416.60546875
0;39800;AMETHYSTS;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;431.0
0;39900;STARFRUIT;5038;29;;;;;5043;7;5045;29;;;5040.5;417.02734375
0;39900;AMETHYSTS;9998;10;9996;1;9995;28;10004;1;10005;28;;;10001.0;433.0
0;40000;STARFRUIT;5037;26;;;;;5044;26;;;;;5040.5;414.85546875
0;40000;AMETHYSTS;10002;11;9996;1;9995;25;10004;1;10005;25;;;10003.0;433.0
0;40100;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;455.0
0;40100;STARFRUIT;5037;30;;;;;5042;4;5044;30;;;5039.5;414.5078125
0;40200;STARFRUIT;5037;25;;;;;5044;25;;;;;5040.5;413.974609375
0;40200;AMETHYSTS;9996;1;9995;24;;;10002;7;10004;1;10005;24;9999.0;455.0
0;40300;STARFRUIT;5037;1;5036;29;;;5043;30;;;;;5040.0;425.3134765625
0;40300;AMETHYSTS;10002;4;9996;1;9995;29;10004;1;10005;29;;;10003.0;455.0
0;40400;STARFRUIT;5037;25;;;;;5043;2;5044;23;;;5040.0;424.400390625
0;40400;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;463.0
0;40500;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;463.0
0;40500;STARFRUIT;5037;22;;;;;5044;22;;;;;5040.5;423.9921875
0;40600;STARFRUIT;5037;28;;;;;5045;28;;;;;5041.0;421.98046875
0;40600;AMETHYSTS;10002;1;9995;28;;;10005;28;;;;;10003.5;463.0
0;40700;STARFRUIT;5044;1;5039;6;5038;30;5045;30;;;;;5044.5;420.4619140625
0;40700;AMETHYSTS;9998;10;9996;1;9995;29;10004;1;10005;29;;;10001.0;465.0
0;40800;STARFRUIT;5038;21;;;;;5045;21;;;;;5041.5;422.53125
0;40800;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;465.0
0;40900;AMETHYSTS;9998;2;9995;25;;;10005;25;;;;;10001.5;465.0
0;40900;STARFRUIT;5040;3;5039;25;;;5046;25;;;;;5043.0;419.921875
0;41000;STARFRUIT;5039;21;;;;;5042;2;5044;7;5045;1;5040.5;420.107421875
0;41000;AMETHYSTS;9998;10;9996;1;9995;20;10000;2;10004;1;10005;20;9999.0;465.0
0;41100;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;465.0
0;41100;STARFRUIT;5038;25;;;;;5045;25;;;;;5041.5;422.259765625
0;41200;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;465.0
0;41200;STARFRUIT;5038;20;;;;;5046;20;;;;;5042.0;421.08984375
0;41300;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;465.0
0;41300;STARFRUIT;5039;8;5038;27;;;5045;27;;;;;5042.0;422.185546875
0;41400;STARFRUIT;5039;30;;;;;5046;30;;;;;5042.5;419.427734375
0;41400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;465.0
0;41500;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;465.0
0;41500;STARFRUIT;5039;9;5038;29;;;5045;31;;;;;5042.0;421.2421875
0;41600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;465.0
0;41600;STARFRUIT;5038;26;;;;;5045;26;;;;;5041.5;421.9296875
0;41700;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;465.0
0;41700;STARFRUIT;5042;2;5038;23;;;5045;23;;;;;5043.5;423.482421875
0;41800;STARFRUIT;5038;21;;;;;5044;1;5045;21;;;5041.0;424.39453125
0;41800;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;465.0
0;41900;AMETHYSTS;9995;28;;;;;10002;8;10005;28;;;9998.5;465.0
0;41900;STARFRUIT;5038;28;;;;;5045;28;;;;;5041.5;423.357421875
0;42000;AMETHYSTS;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;465.0
0;42000;STARFRUIT;5038;1;5037;27;;;5044;28;;;;;5041.0;425.234375
0;42100;AMETHYSTS;10002;2;9995;22;;;10005;22;;;;;10003.5;467.0
0;42100;STARFRUIT;5039;7;5038;22;;;5045;22;;;;;5042.0;424.23828125
0;42200;STARFRUIT;5038;22;;;;;5045;22;;;;;5041.5;421.435546875
0;42200;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;471.0
0;42300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;471.0
0;42300;STARFRUIT;5039;22;;;;;5045;2;5046;20;;;5042.0;420.4609375
0;42400;AMETHYSTS;9996;2;9995;26;;;10002;2;10004;2;10005;26;9999.0;471.0
0;42400;STARFRUIT;5038;28;;;;;5045;28;;;;;5041.5;422.978515625
0;42500;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;472.0
0;42500;STARFRUIT;5038;24;;;;;5043;2;5045;24;;;5040.5;424.662109375
0;42600;STARFRUIT;5043;1;5038;28;;;5045;28;;;;;5044.0;425.365234375
0;42600;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;472.0
0;42700;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;472.0
0;42700;STARFRUIT;5038;24;;;;;5044;1;5045;23;;;5041.0;427.216796875
0;42800;AMETHYSTS;9995;29;;;;;10000;2;10005;29;;;9997.5;472.0
0;42800;STARFRUIT;5038;29;;;;;5041;2;5045;29;;;5039.5;427.029296875
0;42900;AMETHYSTS;10002;5;9995;20;;;10005;20;;;;;10003.5;472.0
0;42900;STARFRUIT;5038;20;;;;;5045;20;;;;;5041.5;426.56640625
0;43000;STARFRUIT;5038;27;;;;;5045;27;;;;;5041.5;426.689453125
0;43000;AMETHYSTS;9996;1;9995;26;;;10002;6;10004;1;10005;26;9999.0;482.0
0;43100;AMETHYSTS;9998;9;9996;1;9995;24;10004;1;10005;24;;;10001.0;482.0
0;43100;STARFRUIT;5038;25;;;;;5045;25;;;;;5041.5;425.654296875
0;43200;AMETHYSTS;9996;2;9995;29;;;10002;5;10004;2;10005;29;9999.0;482.0
0;43200;STARFRUIT;5038;31;;;;;5045;31;;;;;5041.5;426.236328125
0;43300;STARFRUIT;5043;1;5037;20;;;5044;20;;;;;5043.5;429.337890625
0;43300;AMETHYSTS;9998;10;9995;20;;;10005;20;;;;;10001.5;485.0
0;43400;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;485.0
0;43400;STARFRUIT;5037;24;;;;;5043;2;5044;22;;;5040.0;433.90234375
0;43500;AMETHYSTS;9996;1;9995;24;;;10002;7;10004;1;10005;24;9999.0;485.0
0;43500;STARFRUIT;5037;6;5036;25;;;5043;25;;;;;5040.0;436.697265625
0;43600;AMETHYSTS;9995;22;;;;;10002;5;10005;22;;;9998.5;485.0
0;43600;STARFRUIT;5036;22;;;;;5041;1;5043;22;;;5038.5;436.994140625
0;43700;STARFRUIT;5037;1;5036;29;;;5043;30;;;;;5040.0;436.08984375
0;43700;AMETHYSTS;9996;1;9995;29;;;10002;6;10004;1;10005;29;9999.0;485.0
0;43800;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;485.0
0;43800;STARFRUIT;5036;23;;;;;5043;23;;;;;5039.5;436.58203125
0;43900;AMETHYSTS;9996;2;9995;24;;;10002;2;10004;2;10005;24;9999.0;485.0
0;43900;STARFRUIT;5037;6;5036;26;;;5043;26;;;;;5040.0;438.048828125
0;44000;AMETHYSTS;10002;4;9998;10;9996;2;10004;2;10005;25;;;10003.0;485.0
0;44000;STARFRUIT;5036;27;;;;;5043;27;;;;;5039.5;438.478515625
0;44100;STARFRUIT;5036;24;;;;;5041;4;5042;2;5043;22;5038.5;439.20703125
0;44100;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;493.0
0;44200;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;493.0
0;44200;STARFRUIT;5036;24;;;;;5043;24;;;;;5039.5;437.189453125
0;44300;AMETHYSTS;9996;2;9995;24;;;9998;2;10004;2;10005;24;9997.0;493.0
0;44300;STARFRUIT;5036;26;;;;;5042;2;5043;24;;;5039.0;438.943359375
0;44400;AMETHYSTS;9996;1;9995;25;;;10002;7;10004;1;10005;25;9999.0;497.0
0;44400;STARFRUIT;5037;1;5036;26;;;5043;26;;;;;5040.0;438.4296875
0;44500;STARFRUIT;5036;30;;;;;5043;30;;;;;5039.5;438.51171875
0;44500;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;497.0
0;44600;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;497.0
0;44600;STARFRUIT;5037;22;;;;;5043;1;5044;21;;;5040.0;434.796875
0;44700;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;497.0
0;44700;STARFRUIT;5037;27;;;;;5042;6;5044;27;;;5039.5;433.1015625
0;44800;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;497.0
0;44800;STARFRUIT;5037;25;;;;;5042;3;5044;25;;;5039.5;434.763671875
0;44900;STARFRUIT;5037;2;5036;21;;;5043;23;;;;;5040.0;435.35546875
0;44900;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;497.0
0;45000;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;497.0
0;45000;STARFRUIT;5036;28;;;;;5037;1;5043;28;;;5036.5;437.091796875
0;45100;AMETHYSTS;9995;27;;;;;9998;1;10005;27;;;9996.5;497.0
0;45100;STARFRUIT;5036;27;;;;;5043;27;;;;;5039.5;438.671875
0;45200;AMETHYSTS;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;499.0
0;45200;STARFRUIT;5036;20;;;;;5043;1;5044;20;;;5039.5;438.076171875
0;45300;STARFRUIT;5037;22;;;;;5044;23;;;;;5040.5;436.3125
0;45300;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;501.0
0;45400;AMETHYSTS;9998;4;9995;25;;;10005;25;;;;;10001.5;501.0
0;45400;STARFRUIT;5037;25;;;;;5044;25;;;;;5040.5;435.486328125
0;45500;AMETHYSTS;9996;1;9995;20;;;9998;3;10004;1;10005;20;9997.0;501.0
0;45500;STARFRUIT;5036;21;;;;;5037;3;5043;21;;;5036.5;440.8515625
0;45600;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;507.0
0;45600;STARFRUIT;5037;1;5036;23;;;5041;6;5043;24;;;5039.0;447.22705078125
0;45700;STARFRUIT;5037;2;5036;21;;;5043;23;;;;;5040.0;447.1748046875
0;45700;AMETHYSTS;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;507.0
